STAT;LAT;LONG;h;WEEK
PAEC;0.0724163882031296;-80.0416375696313;52.1447117533535;2247
PAIT;-4.28765411939427;-56.0363565565049;9.18282566405833;2250
PALM;-64.7750884083917;-64.0511175649891;31.1125261476263;2250
PAMP;7.38418437969461;-72.6477799486097;2366.61795026064;2250
PARA;-25.4483677639579;-49.2309550240516;925.752739681862;1426
PARC;-53.1369528914857;-70.8798809564051;22.2831532908604;2250
PASM;-2.42796556000749;-54.7289018582478;24.0552526768297;2250
PBCG;-7.21367522161592;-35.9071386127977;534.101746465079;2250
PBJP;-7.1362753443236;-34.873424879168;49.0534381484613;2250
PBPT;-7.0748904017244;-37.2863139218255;257.782227869146;2250
PDE3;-47.75662530045;-65.89938058805;21.9259696463123;2250
PDEL;37.7477520510618;-25.6627609212845;110.585670506582;2250
PDES;-47.7535936566421;-65.9146779078603;18.0003961734474;1437
PEAF;-7.76410936811152;-37.6319559452693;533.001101368107;2250
PEJO;-35.8063229188099;-61.8946396138354;110.168341682293;2250
PELU;-39.5026360489976;-62.6831118849556;34.6679066838697;2250
PEPE;-9.38441558219083;-40.5061245701439;369.083610722795;2250
PERA;4.79249775910046;-75.6895091892345;1496.72903290577;2240
PERC;-8.05879836139655;-34.9503856312927;12.251507775858;2250
PERT;-31.8019568791916;115.885257726381;12.6661032214761;2190
PI01;-5.17994192269754;-80.6277691747139;52.1754140593112;2250
PICR;-10.4301868046618;-45.1732048026082;443.608417889103;2250
PIE1;34.3015048509008;-108.118929688478;2347.71791003365;2250
PIEC;0.39560149849726;-77.9395801167754;2149.87377814762;2250
PIFL;-6.7881249261294;-43.0411571480233;109.509343478829;2243
PIN1;33.612157052331;-116.45816475011;1256.18464393448;2190
PISR;-9.0306907768769;-42.7027597891174;366.782122470438;2250
PITN;-5.10247893872293;-42.7930300609154;67.9694310668856;2250
PJEC;-1.55240237395082;-80.425195925132;146.709856035188;1913
PJMZ;8.53721720561333;-83.3135206255421;24.7874479815364;2250
PLEC;-4.65078191061471;-79.1317547505264;1173.29454535898;2250
PMB1;5.82816286401974;-55.1448643121694;-29.3866998879239;2250
PMEC;8.48827256872668;-80.3287398928703;87.7314971406013;2250
POAL;-30.0740399102685;-51.1197654535411;76.7483128262684;2250
POEC;-1.04375544347773;-80.4541480242742;85.5197671009228;2250
POL2;42.6797707606674;74.6942707771024;1714.20913780481;2190
POLI;-23.5556451709699;-46.7303127043726;730.625132666901;2250
POPA;2.44311566685087;-76.6012055761895;1782.17999191675;2250
POTS;52.3792997169089;13.0660961223377;144.426046759821;2190
POVE;-8.70933411968023;-63.8963203716602;119.578577117994;2250
PPTE;-22.119902166746;-51.4085346587054;431.037669135258;2250
PRCV;-24.962752031209;-53.4663299822083;777.329358320683;2239
PRDS;50.8713499815112;-114.293500630911;1247.96015205607;2250
PREC;-1.70781722780425;-77.9633140622518;904.284028435126;2250
PRGU;-25.3839958004869;-51.4875786243646;1043.137770392;2250
PRMA;-23.4096856315832;-51.9384249425924;543.32063666638;2250
PRNA;-31.7814341639744;-60.4694399403418;92.3985131094232;2250
PRUR;-23.8060818801006;-53.3206614897857;475.276859113947;2250
PSTO;1.21171288302281;-77.2770803694856;2569.08555641584;2250
PTEC;-1.05803761385913;-80.4745613552554;63.4437296753749;1880
PU02;-15.5143757271622;-70.1793806963194;3880.62159889285;2250
PUAR;8.31043461496513;-82.8304083734222;35.2591657219455;2229
PUNT;9.97987955911076;-84.8321346658537;23.6669408082962;2250
PUR3;18.462976910962;-67.0669571547899;89.5478960452601;1419
PY01;-25.2857978164093;-57.6423444520788;151.221720743924;2245
QAQ1;60.7152656244011;-46.0477683625748;110.48661127314;2250
QUEM;-0.237049842169625;-78.4973499773625;3054.6492719762;2250
QUEP;9.42458493508457;-84.1683103078036;20.3393083866686;2250
QUI1;-0.215155338877458;-78.4936082928266;2922.45176634658;2250
QUI3;-0.139578640532262;-78.4672798689431;2927.46974186692;2250
QUIB;5.6996388858931;-76.656729762703;58.1134648732841;2245
QUIN;39.9745534575172;-120.944432446995;1105.75974285882;2250
QVEC;-1.01225400593333;-79.4695706563359;115.318649030291;2250
RDEO;-18.9016192547769;-66.7681151028101;3776.34619191568;2002
RDSD;18.4613984498471;-69.9113226168932;-9.20615915209055;2250
RECF;-8.05096168683661;-34.9515170668183;20.117452705279;1989
RECO;-29.1463568765262;-59.6644298948689;76.3899780679494;2250
REUN;-21.2082238693907;55.5717228671748;1558.34962168895;2190
RIDC;9.91968571356444;-84.049071522025;1212.19224213995;2250
RIGA;56.9486217076298;24.0587794465068;34.7300554327667;2190
RIO2;-53.7854699820179;-67.7511172331763;32.0363176623359;2250
RIOB;-9.96545659569922;-67.802812223198;172.612024543807;2250
RIOD;-22.8178422273776;-43.3062773138117;8.62491892557591;2057
RIOG;-53.7854717573517;-67.7511178931751;32.0357195213437;1416
RIOH;11.5132180082698;-72.8697005890182;12.5038761245087;2245
RIOP;-1.65059417607028;-78.6511072454177;2817.16252241656;2250
RJCG;-21.7648631808684;-41.3261566716878;9.92205997277051;2250
RJNI;-22.9059332575838;-43.1338048851287;22.394950138405;2250
RJVA;-22.4022083926121;-43.6518635993294;444.957155019045;2250
RNMO;-5.20423129020085;-37.325465479592;23.3504724642262;2215
RNNA;-5.8361380438481;-35.2077087171222;45.9557713847607;2250
RNPF;-6.13176462682337;-38.2068291225214;224.254817629233;2250
ROCD;-13.122274406146;-60.5439109661254;451.697815125808;2055
ROGM;-10.7842410200176;-65.3306079544565;157.77178169135;2117
ROJI;-10.8638983315665;-61.9597161015315;182.899248573929;2250
ROSA;-22.523301257957;-52.9520891081066;299.675476245582;2250
RSAL;-29.7894429494542;-55.76884046992;117.186446880922;2250
RSCL;-28.1418778358639;-54.7547599847579;280.914549672976;2250
RSPE;-31.8024470125121;-52.4176292812086;37.1019309340045;2250
RSPF;-28.2281372828519;-52.390620946998;710.71566637978;2250
RSSL;-29.7929923295298;-51.1524229885775;81.2146948613226;2250
RUBI;3.79340585501266;-71.4237683328456;206.39193619974;2250
RWSN;-43.2988785178075;-65.1072482339492;27.4443205520511;2250
SAGA;-0.143852039639023;-67.057781790772;94.9050052780658;2250
SAGE;9.37313965779526;-83.7042535013504;723.178134988993;2250
SALU;-2.59345683825629;-44.2124797730175;18.9733906686306;2250
SALV;-13.0086689482191;-38.5123594023188;35.7393921101466;1492
SAMA;11.2252490783608;-74.1870919464504;22.6442331913859;2250
SANT;-33.1502869568995;-70.668554850628;723.135258592665;2250
SAVO;-12.9392441842392;-38.4322546105614;76.3078119400889;2250
SCAQ;-26.3937542218229;-48.7374415145699;17.2591802245006;2250
SCCA;-26.779725202619;-51.0393139242482;969.171464193612;2250
SCCH;-27.1375631750605;-52.5995074684923;744.214410662651;2250
SCEC;-0.902687812249451;-89.6149827773275;7.91154341213405;1968
SCFL;-27.5993769314472;-48.5195345650478;17.0564369522035;2250
SCH2;54.8320908015588;-66.8326212574258;498.39593152795;2250
SCIM;-28.2366433021717;-48.6553115699374;21.9655125923455;2250
SCLA;-27.7928331802287;-50.3042621116325;940.695601338521;2250
SCOR;70.4853368427543;-21.9503414716386;128.543284900486;2250
SCRZ;-17.7967898240022;-63.1596740341987;442.052599696442;2250
SCUB;20.0120640664227;-75.7623172446345;20.9103912934661;2250
SDTA;8.08345572593577;-72.8022857588385;310.858973409981;2250
SEAJ;-10.9296301987752;-37.1042787982362;1.60756955482066;2250
SEEC;-2.21962990433582;-80.9039914241361;29.7254313891754;2250
SG27;71.3228915807066;-156.610334507176;9.36030950117856;2250
SGPO;36.6041838696638;-97.4848217265946;290.161340331659;2250
SICO;-40.5834818395845;-67.7589850588847;681.679749412462;2250
SIEC;-3.27450359219007;-79.3149872823869;1657.83585925587;2250
SINC;9.31559242599708;-75.3876829114384;201.243198805489;2244
SJNE;9.95673476040687;-75.0749959646955;176.758371025324;2244
SJRP;-20.7855163962651;-49.3599513914717;535.898161880672;2250
SJSP;-23.2071298090912;-45.8617386805524;605.055400329642;2250
SL01;-33.1563555604191;-66.3140112217774;864.775434525684;2250
SM01;-6.02204499190164;-76.9880520650239;884.946485912427;2250
SMAR;-29.7189214666776;-53.7165937864457;113.108378683217;2250
SMDM;-35.4411369648271;-58.8043500602953;51.7432314408943;2250
SMRT;18.0422675781663;-63.1088683528229;-32.4867892619222;1913
SNLR;1.29251666764071;-78.8470046690612;23.0958768296987;2249
SNSN;5.71507164264211;-75.3083337268536;2550.72153660282;2250
SOCB;5.99669334824315;-72.6985254516657;2692.32426103111;2250
SONE;9.72813094615613;-75.5249393626588;23.9543915055692;2250
SPAR;-21.1846635424284;-50.4397889150009;410.310167856514;2250
SPBO;-22.8524648316553;-48.4323012015245;803.094622101635;2250
SPBP;-22.9255854649173;-46.5344709145946;893.69167748373;2250
SPC1;-22.8162836264245;-47.0626941048606;622.986449213699;2250
SPCA;-22.8162845178592;-47.0626938636778;622.956939356402;1828
SPDR;-21.4616018621302;-51.5542581750848;368.988574270159;2250
SPFE;-20.2628726201336;-50.2286960306533;496.106412706897;2250
SPFR;-20.5105708472879;-47.3866425798844;1030.94329478964;2250
SPJA;-21.2410707121968;-48.2867036237719;570.158314212225;2250
SPLI;-21.6652015786096;-49.7336958206275;463.246630067006;2250
SPOR;-22.9991673839772;-49.8432887955173;507.95345826447;2250
SPPI;-22.7030470388587;-47.6236210857473;561.836506453343;2029
SPRZ;-63.3951195611861;-56.9958579843893;27.7344447653741;2250
SPS1;-23.4791888205567;-47.4168360377264;633.785032087006;2250
SPTU;-21.9291151920538;-50.492370397798;508.7741709603;2250
SRLP;-36.6214976319833;-64.280406238688;223.871796824969;2250
SRNW;5.94508501465083;-56.9919300887215;-18.5440705530345;1860
SRZN;5.4556450098399;-55.2030769081657;-17.1862214272842;2250
SSA1;-12.9751556838071;-38.5164856659599;-2.11735624354333;2250
SSIA;13.6970856449724;-89.1165943654771;626.630135352723;2250
STEC;-3.05076374470491;-78.0104642739708;321.749366471544;2195
STHL;-15.9425319463268;-5.66734296886932;453.152038875036;2250
STJO;47.595242028531;-52.677753130467;152.821976792999;2250
STR1;-35.3155248521106;149.010055920973;799.916222212836;2190
STR2;-35.3161525204339;149.010158054032;802.459705866873;2190
SUAN;10.3403776267724;-74.879941922217;0.524066387675703;2250
SUES;2.94471736265341;-76.7068553658349;1183.07486604434;2242
SUTH;-32.3802074130182;20.810466012386;1799.77351669595;2250
SVIC;-26.993712115413;-54.4875210107169;553.238963231444;2250
SVTL;60.5328638996098;29.7808815599761;76.7129239430651;2190
SYOG;-69.006956837991;39.5837418208285;49.9905897742137;2190
TAMP;22.2783204855886;-97.864028600917;21.0396372210234;2250
TARZ;7.57178620185881;-75.4072483707984;198.721172827296;2242
TAXI;14.0347872834683;-90.4652813013398;47.2573994789273;1845
TC01;-18.0044697914577;-70.2567771464275;604.579614012502;2250
TEG2;14.0900742155177;-87.2056436768736;951.326135876589;2250
TEJA;-39.8054497659195;-73.2528410973378;40.1616824893281;2250
TERO;-27.7891435180196;-64.2567807388644;221.921649758704;2250
TGTA;-28.0672155205033;-67.5660366487598;1241.57391426619;2250
THTI;-17.5770563683094;-149.606459888447;98.0313576096669;2250
THU2;76.5370483409626;-68.8250524657641;36.2348554842174;2250
THU3;76.5370481737544;-68.8250490133502;36.2124042976648;2037
TIDB;-35.3991961468847;148.980001673135;665.31575205829;2190
TMG2;40.1299590803533;-105.233070247103;1669.11434609909;2250
TNCU;28.4505542420228;-106.794050270391;2106.95241540391;2245
TNEC;-0.990018410308034;-77.8164174956567;546.956836104393;2250
TOGU;-11.7467036000394;-49.0490993064674;272.57926260028;2250
TOL2;19.2932338185708;-99.6434732532579;2651.71994745918;2250
TOPL;-10.1710509159859;-48.3306799191398;256.530620769598;2250
TOSF;-29.2319575165937;-61.7702125799065;100.832308922894;2250
TPEC;-0.789773255246544;-75.5270473311123;214.094211790711;2250
TRO1;69.6627204663342;18.9396530261781;138.132787537761;2190
TSEC;-2.38132218297213;-77.5025249091282;453.149832223542;2250
TUCU;-26.8432535896809;-65.2303514304773;484.985658063553;2250
TUMA;1.82227547013974;-78.730412243199;25.8212070101872;2226
TUNA;5.53133060235378;-73.3638819068005;2831.83399901912;2247
UBA1;-23.500174394687;-45.1189023000732;6.161491968669;2250
UBAT;-23.5001759146642;-45.1189017611934;6.04912384878844;1548
UBE1;-18.8895236936921;-48.3169509640357;785.587801785208;2211
UBER;-18.8895342932502;-48.3169718958802;791.798798288219;1763
UC01;-8.38387326684109;-74.5311817479225;182.815584721975;2239
UCLU;48.925636713333;-125.541641474464;10.0886216601357;2250
UCOR;-31.4349584947583;-64.1935064130369;462.791582453996;2250
UCRI;9.93618268857275;-84.0519599853769;1233.89145047963;2250
UEPP;-22.1199040382272;-51.4085340896365;430.941922713071;1352
UFPR;-25.4483660244203;-49.2309555798728;925.79107600078;2250
UGTO;21.0027090281591;-101.271665655467;2062.30387332197;2250
UNPA;-51.6479904742537;-69.208653447605;34.9677466750145;2250
UNRO;-32.9593513456534;-60.6284259356335;66.899049308151;2250
UNSA;-24.7274545335516;-65.4076431247566;1257.79943778552;2250
UNSJ;-31.5412560061444;-68.5770610517565;708.936640938744;2250
URUM;43.8079499448384;87.6006725658819;858.826197420247;2190
URUS;-17.9527995331289;-67.1143878190524;3767.31314232014;2127
USCL;-33.4498531019298;-70.6813444321002;570.207413357683;2250
USLP;22.1442328067325;-101.015669301025;1892.84209685028;1912
USMX;29.8216529662791;-109.681051460248;625.464374045841;2250
USNO;38.918963158508;-77.0662268041685;48.8585931798443;1836
UTQI;71.3227538726697;-156.615017067524;12.0532363886014;2250
UYAR;-30.4117456622955;-56.4906816950321;146.456742347218;2250
UYBA;-62.1844959612462;-58.9024708589264;33.6719707893208;2250
UYBU;-30.2536390739188;-57.6025202890023;74.4691751580685;2250
UYCL;-32.3657378436183;-54.2140278443248;134.674100792967;2250
UYCO;-34.4629853902536;-57.8353823044295;49.3385052280501;2250
UYDU;-33.3158833096597;-55.6024351835707;164.907640112564;2250
UYFD;-34.096690380769;-56.189368702748;88.0014258921146;2250
UYFS;-33.5159785722061;-56.8868973853648;165.531005410478;2250
UYIF;-34.9459881563006;-55.9327501630094;55.9356911713257;2250
UYLA;-34.3627728813536;-55.2487909140326;148.348362009041;2250
UYLP;-34.6557001230516;-54.1420976785288;20.1255853716284;2250
UYMA;-34.8629986680418;-55.0860229494285;39.0321589875966;2250
UYMO;-34.8883165980226;-56.2598831921302;158.103367152624;2250
UYNI;-20.4659427120103;-66.8259564947901;3709.92680919264;2250
UYPA;-32.291247855003;-58.067189162391;71.8319282317534;2250
UYPT;-32.8005592474025;-56.5098170521301;91.1196186291054;2250
UYRB;-32.6073007902749;-53.4046995792467;32.3063593618572;2250
UYRI;-30.8957604282709;-55.5591150877648;251.576378964819;2250
UYRO;-34.0010032242273;-53.5548263608949;58.9769604587927;2228
UYRV;-31.7723882162523;-54.6881155667982;274.371625094675;2250
UYSA;-31.375170126097;-57.9597806978892;79.0422649029642;2250
UYSG;-32.6174269354398;-55.8436050866167;107.411014215089;2250
UYSJ;-34.3237324815546;-56.7090958604513;55.3839859804139;2250
UYSO;-33.2612598938102;-58.0136183902503;80.7813683738932;2250
UYTA;-31.6830641851774;-55.937533920607;186.985313622281;2250
UYTD;-30.9462686357687;-57.5245019400397;75.6706858705729;2250
UYTT;-33.2412972363568;-54.380362765919;68.9409847026691;2250
VALL;10.4739679706956;-73.2519688919913;208.473803288303;2240
VALP;-33.0272412637658;-71.6260904330281;31.1838571093976;1855
VARG;-21.5426833702334;-45.4348758847007;958.635111384094;1564
VBCA;-38.7007662756621;-62.2692283080057;59.4715728964657;2250
VERA;10.8536186488808;-84.8690405076795;64.3140707835555;2250
VESL;-71.6737955371631;-2.84178272983087;862.34704847075;1719
VICO;-20.7614979488955;-42.8699903578122;665.945812759921;2250
VIL2;17.9904106348889;-92.931099491383;27.7411184692755;2250
VIVI;4.07466289403095;-73.5839941185494;407.249869990163;2249
VNDP;34.5563147153294;-120.616457787753;-11.5424215858802;2250
WARK;-36.4344061687981;174.66278054304;111.284951288253;2190
WES2;42.6133364946478;-71.4933303677972;84.9843995273113;2250
WHIT;60.7505097308731;-135.22211593714;1427.4250566056;2250
WILL;52.2368659456837;-122.167815751194;1095.69768962078;2250
WIND;-22.5749170973663;17.0894355008826;1734.67499108799;2250
WTZR;49.1442008300259;12.8789145073098;666.01459186431;2190
YAKT;62.0309581198466;129.680309307359;103.382887857966;2190
YAR2;-29.0465458090735;115.346983594762;241.27236835286;2190
YCBA;-22.0171018597505;-63.6799847312923;659.666127970442;2097
YEBE;40.5249030753619;-3.08862241177849;972.751627259888;2190
YELL;62.4808920665601;-114.480707584687;181.025637998246;2250
YEMA;-24.2807291242311;-61.2365065699962;185.526133551262;2250
YESX;28.3783355740809;-108.919639701836;1506.46174671035;2250
YOPA;5.32176275942194;-72.3889949645108;334.300625121221;2250
ZARZ;4.39657668110291;-76.0675670989214;954.473288381472;2247
ZECK;43.7883946501342;41.5650716098537;1166.30156950653;2190
ZIMM;46.8771000084324;7.46528117279412;956.345851955004;2190
