fecha,presion,temperatura,IWV,ZTD,RMS_ERROR,n
2012-01-01 04:00:00+00:00,101202.94276929181,297.9956724010779,50.931583128769795,2.5113,0.0142,1.0
2012-01-01 05:00:00+00:00,101198.80891688156,298.38246422319816,51.411098230646736,2.513829484946086,0.0007279937570392725,2.0
2012-01-01 06:00:00+00:00,101159.1239337433,297.1991523145554,50.09210299371395,2.50585,0.0091,1.0
2012-01-01 07:00:00+00:00,101094.77363122396,297.3200899193154,48.850292891966944,2.4966937054247547,0.003752192570680086,2.0
2012-01-01 08:00:00+00:00,101061.84060702242,296.5840386351729,50.63341622673653,2.5076,0.00655,1.0
2012-01-01 09:00:00+00:00,101050.81700059513,295.97309521802345,48.98367348994176,2.497672745309648,0.007302534375163758,2.0
2012-01-01 10:00:00+00:00,101075.20672981552,295.8782217522204,49.90752612677531,2.504,0.00605,1.0
2012-01-01 11:00:00+00:00,101129.49799146995,295.75519901634385,48.97874093301513,2.4995314547797047,0.003159775046850322,2.0
2012-01-01 12:00:00+00:00,101218.37581829002,295.84381708879727,50.555526619277366,2.51115,0.00705,1.0
2012-01-01 13:00:00+00:00,101335.63943166038,297.8528409195942,50.10872370394516,2.5092369443478058,0.002342714757013667,2.0
2012-01-01 14:00:00+00:00,101359.75357072009,297.405580295094,50.63818909112404,2.5134,0.0064,1.0
2012-01-01 15:00:00+00:00,101372.43071811149,297.3273878782233,50.08366740927293,2.510322563308948,0.0034842604270660694,2.0
2012-01-01 16:00:00+00:00,101349.00555445348,297.6693493813377,50.43645246356011,2.5117,0.0079,1.0
2012-01-01 17:00:00+00:00,101297.19460424519,297.6464129390556,50.3878246415351,2.510294616145483,0.005625438436071321,2.0
2012-01-01 18:00:00+00:00,101156.64362229717,300.6229376079322,53.03856493241331,2.52095,0.0079,1.0
2012-01-01 19:00:00+00:00,101094.49804106329,300.97011193883793,52.14957074336128,2.5138695672595874,0.004052081786886371,2.0
2012-01-01 20:00:00+00:00,100960.28563281095,301.63005593722636,52.996227237195704,2.51555,0.00625,1.0
2012-01-01 21:00:00+00:00,100827.86456060305,300.9221539231573,50.21962735660809,2.4963354903090225,0.012101936839934074,2.0
2012-01-01 23:00:00+00:00,100905.02980559412,299.7482251045391,52.905816358504836,2.515438741874056,0.004144625903006853,2.0
2012-01-02 00:00:00+00:00,100972.27380480063,298.29801641297786,56.048334140511656,2.5375,0.0067,1.0
2012-01-02 01:00:00+00:00,101031.25009918667,297.3888992461616,53.79504079251954,2.5257418476947517,0.0017620491536880327,2.0
2012-01-02 02:00:00+00:00,101180.61996627653,297.36387767276295,52.26093800039982,2.51955,0.00915,1.0
2012-01-02 03:00:00+00:00,101215.06873636183,297.45458087633295,51.07756150472772,2.512924488207433,0.020878190319565455,2.0
2012-01-02 04:00:00+00:00,101276.38754711367,297.0250438663234,54.978935360981566,2.5387,0.0098,1.0
2012-01-02 05:00:00+00:00,101277.48990775639,296.781083525687,53.61320575628395,2.5305159198549223,0.003241675323553336,2.0
2012-01-02 06:00:00+00:00,101207.35221186273,295.9501587757414,54.252359993110716,2.5337,0.009,1.0
2012-01-02 07:00:00+00:00,101162.1554255108,295.84068939212244,54.460781727795144,2.5341092413793103,7.724718266384066e-05,2.0
2012-01-02 08:00:00+00:00,101079.75396746676,295.9845634391645,56.30494674646768,2.5436,0.0064,1.0
2012-01-02 09:00:00+00:00,101009.06509125173,295.8552853099383,54.46179424621157,2.5307773955117954,0.007864940461807997,2.0
2012-01-02 10:00:00+00:00,101029.18317298155,295.8771791866621,53.574269871042574,2.5257,0.0057,1.0
2012-01-02 11:00:00+00:00,101051.50597599683,295.3757051531316,52.504376828676115,2.52000766436577,0.0009845448849211402,2.0
2012-01-02 12:00:00+00:00,101115.16730311446,295.45076987332743,53.42031409980686,2.527,0.0068,1.0
2012-01-02 13:00:00+00:00,101121.6436718905,297.3617925416464,50.27471211945325,2.506025172041038,0.0006893171619736048,2.0
2012-01-02 15:00:00+00:00,101162.01763043046,297.77047824049043,49.62658448654852,2.502566176470588,0.0019331389976107098,2.0
2012-01-02 16:00:00+00:00,101108.2775490974,298.8610018144466,50.425229037074736,2.5054,0.0075,1.0
2012-01-02 17:00:00+00:00,101085.12797560007,299.0278123037707,50.40565627418799,2.504637258883249,0.0003799043441121759,2.0
2012-01-02 18:00:00+00:00,101018.84854195596,301.9303148180097,50.37520264931601,2.5006,0.0078,1.0
2012-01-02 19:00:00+00:00,100900.75815810355,300.65942740247186,49.68082257550456,2.4948432979992945,0.007323477620916012,2.0
2012-01-02 20:00:00+00:00,100753.04183197778,301.66029033841636,52.86117476711084,2.5102,0.0061,1.0
2012-01-02 21:00:00+00:00,100701.23088176949,301.3120734419523,53.07897281764724,2.5107051982994104,0.0041683285624788905,2.0
2012-01-02 22:00:00+00:00,100701.36867684983,301.9991241448559,56.52628358664209,2.5311,0.0063,1.0
2012-01-02 23:00:00+00:00,100821.11260166633,301.60816206050254,55.95361559003292,2.5305718411326015,0.00016133793500275716,2.0
2012-01-03 00:00:00+00:00,100975.30529656814,299.4865411494119,57.474478054234474,2.5452,0.0064,1.0
2012-01-03 01:00:00+00:00,101034.28159095417,296.25354535319957,54.68615722552759,2.532346001472923,0.004917327101693419,2.0
2012-01-03 02:00:00+00:00,101150.44284368181,296.09090512610857,54.89323335183708,2.5362999999999998,0.0083,1.0
2012-01-03 03:00:00+00:00,101237.25374429676,296.2253960831261,53.991773250718154,2.532485507866619,0.010525902884150016,2.0
2012-01-03 04:00:00+00:00,101245.24585895655,296.56735758624046,55.89382509448722,2.5441,0.0134,1.0
2012-01-03 05:00:00+00:00,101282.174940488,296.61635816747946,54.68905499514734,2.537412871287129,0.003738751489432559,2.0
2012-01-03 06:00:00+00:00,101276.93872743503,295.3715348908985,54.051875717507656,2.5345,0.0079,1.0
2012-01-03 07:00:00+00:00,101208.17898234478,295.1974264426665,54.186166784250986,2.5339993017030555,0.0009187761885029687,2.0
2012-01-03 08:00:00+00:00,101178.00185975005,295.1452981647527,55.55781932692268,2.5419,0.0057,1.0
2012-01-03 09:00:00+00:00,101145.7578109502,295.06293548564895,54.517396463902735,2.534822487140343,0.0004083670462565294,2.0
2012-01-03 11:00:00+00:00,101236.7025639754,294.8690182918097,49.622017598341614,2.506589185829708,0.0024118479844638515,2.0
2012-01-03 12:00:00+00:00,101288.23792402301,294.9399127497724,51.09655958965881,2.5168,0.006,1.0
2012-01-03 13:00:00+00:00,101343.63154632018,295.96475469355727,52.428656898721464,2.5253594419521814,0.0012441357352534939,2.0
2012-01-03 14:00:00+00:00,101443.25738940686,295.8062847286994,51.98232056451582,2.5249,0.0054,1.0
2012-01-03 15:00:00+00:00,101479.22190537592,296.01688297147103,53.26218312953095,2.533415759217421,0.0019203581602004014,2.0
2012-01-03 16:00:00+00:00,101491.34787244594,295.95849930020756,52.12603316786534,2.5267,0.0064,1.0
2012-01-03 17:00:00+00:00,101464.89121702043,295.96162699688244,51.4238747072804,2.5217770438951805,0.0017133310801250336,2.0
2012-01-03 18:00:00+00:00,101396.68265225153,297.8080106005883,51.05056682892503,2.5164,0.007,1.0
2012-01-03 19:00:00+00:00,101325.85598095616,298.0394601545255,51.55836677555751,2.5177892912781528,6.314045708102865e-05,2.0
2012-01-03 20:00:00+00:00,101258.74977683,298.03216219561756,50.96718514976096,2.5127,0.0055,1.0
2012-01-03 21:00:00+00:00,101210.65929379092,298.211483471641,49.666269518698435,2.503500788727916,0.0042421810196774795,2.0
2012-01-03 22:00:00+00:00,101189.02546617735,298.6337225227425,49.70187433877447,2.5029,0.0056,1.0
2012-01-03 23:00:00+00:00,101193.84829398929,298.6639569239325,48.787960809459584,2.4973649626117647,0.00047021306358124767,2.0
2012-01-04 00:00:00+00:00,101257.50962110692,297.08029984091206,48.01975475878896,2.4953000000000003,0.0057,1.0
2012-01-04 01:00:00+00:00,101254.61592441976,296.00437218477174,48.589792704972886,2.4996353231349726,0.0006114304607556877,2.0
2012-01-04 02:00:00+00:00,101325.3048006348,295.90011562894415,45.6728167075619,2.4832,0.0078,1.0
2012-01-04 03:00:00+00:00,101371.4661525491,296.1388631417893,43.44726323631869,2.470250978245822,0.011843453204899851,2.0
2012-01-04 04:00:00+00:00,101388.13935727038,296.1232246584151,47.72699415907972,2.4971,0.0082,1.0
2012-01-04 05:00:00+00:00,101412.52908649077,295.96475469355727,48.42202164881258,2.5020589453895012,0.0010189991193402916,2.0
2012-01-04 06:00:00+00:00,101388.69053759174,295.1494684269858,49.6940186252547,2.5101,0.0087,1.0
2012-01-04 07:00:00+00:00,101321.3087433049,295.4028118576467,49.45510525486319,2.50694213036566,0.00244513314168941,2.0
2012-01-04 08:00:00+00:00,101280.24580936322,294.9930835932445,50.84190197306419,2.515,0.0064,1.0
2012-01-04 09:00:00+00:00,101251.03325233089,294.75642121151594,50.361338777003446,2.5115862211764703,0.0026967732608962447,2.0
2012-01-04 10:00:00+00:00,101315.38355485022,294.7199314169763,51.888705110179046,2.5225,0.0056,1.0
2012-01-04 11:00:00+00:00,101343.0803659988,294.5708445421429,51.082792366627274,2.5182264400413277,0.0004429671537961755,2.0
2012-01-04 12:00:00+00:00,101404.12358658997,294.6010789433329,50.241556824586965,2.5143,0.0069,1.0
2012-01-04 13:00:00+00:00,101509.39902797063,296.07943690496757,48.424805342122205,2.504086048049372,0.0007876945877713925,2.0
2012-01-04 14:00:00+00:00,101595.93433842491,295.84277452323903,49.497481222712544,2.5128,0.0061,1.0
2012-01-04 15:00:00+00:00,101607.50912517357,295.5633669536212,49.35954531745259,2.5124308982386427,0.0013653664068764867,2.0
2012-01-04 16:00:00+00:00,101639.3397887324,295.53834538022255,49.30417328744164,2.5128,0.0072,1.0
2012-01-04 17:00:00+00:00,101618.39493652053,295.8187955153987,51.37139724018082,2.5249100000000007,0.00053,1.0
2012-01-04 18:00:00+00:00,101577.60759273953,297.84241526401144,50.985641912404304,2.5199,0.008,1.0
2012-01-04 19:00:00+00:00,101514.35965086293,298.18958959491715,48.826248232129565,2.504946990034048,0.007320794465735263,2.0
2012-01-04 20:00:00+00:00,101436.3676353898,298.5284234013567,49.65977475466216,2.5081,0.0063,1.0
2012-01-04 21:00:00+00:00,101323.37566951002,298.32095285525986,46.84627693612024,2.4885167914149156,0.006917889688484397,2.0
2012-01-04 22:00:00+00:00,101273.21826026581,299.38019946246783,47.17213208383368,2.4886,0.0063,1.0
